"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","valence","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_AFCcL0dJPZds4Rb",6,7,7,7,98,"sam","non-diagnostic","ND1","good",40,2,7,2,6.75,0.928346111168066
"R_1g26Xxapc5l5al6",7,5,6,7,90,"sam","non-diagnostic","ND1","good",30,1,7,2,6.25,0.666259071656582
"R_OPzuCX7nqFPUpjP",7,7,6,6,100,"sam","non-diagnostic","ND1","good",34,2,7,2,6.5,0.895166105030112
"R_psWkcoefk3m093z",6,7,6,6,100,"sam","non-diagnostic","ND1","good",30,2,7,5,6.25,0.829364927686228
"R_3pf3sd9vwCIiFBk",7,6,7,7,35,"sam","non-diagnostic","ND1","good",25,1,7,2,6.75,-0.0992207818187051
"R_2b28Be2vCsl6AmH",6,6,6,7,82,"sam","non-diagnostic","ND1","good",42,1,7,2,6.25,0.535774386832865
"R_3Ea6ViRrH8hvhK8",7,6,7,6,75,"sam","non-diagnostic","ND1","good",27,1,1,1,6.5,0.487401464955996
"R_2YtUpaxwWspIN8K",7,7,7,7,100,"sam","non-diagnostic","ND1","good",31,2,7,2,7,1.02676845971788
"R_3jTjqzt5IPWdKdT",7,7,6,6,100,"sam","non-diagnostic","ND1","good",28,2,7,2,6.5,0.895166105030112
"R_2OItphYwuVh9YYM",7,6,7,7,90,"sam","non-diagnostic","ND1","good",34,1,7,2,6.75,0.797861426344349
"R_1GHUk3TgKpSwLCE",6,6,7,7,95,"sam","non-diagnostic","ND1","good",23,2,7,2,6.5,0.813613177015289
"R_CkRDHF4dVWNHzEd",7,7,7,7,91,"sam","non-diagnostic","ND1","good",29,1,7,2,7,0.879973189291197
"R_1mCoDwCvvJJs4hX",7,7,6,6,84,"sam","non-diagnostic","ND1","good",43,1,7,2,6.5,0.634196735382678
"R_1d79uqUGGfWv3ao",6,5,7,5,66,"sam","non-diagnostic","ND1","good",34,2,7,3,5.75,0.143202662497665
"R_1prHSltdR6GZLjJ",6,4,6,4,56,"sam","non-diagnostic","ND1","good",35,2,1,2,5,-0.217306725563631
"R_RDFnsjjN5OKlRgl",6,6,7,7,80,"sam","non-diagnostic","ND1","good",32,2,2,5,6.5,0.568954392970819
"R_3PY0izRsKTUrsVW",5,4,4,5,62,"sam","non-diagnostic","ND1","good",50,2,2,5,4.5,-0.251045566633609
"R_1jcz3W4kuFWyNeb",4,5,5,7,79,"sam","non-diagnostic","ND1","good",38,1,1,3,5.25,0.223637920648439
"R_33EG8CFjaed074n",6,7,6,6,82,"sam","non-diagnostic","ND1","good",35,1,7,2,6.25,0.535774386832865
"R_0AN3TLx0rliBCwh",6,5,4,7,89,"sam","non-diagnostic","ND1","good",59,1,6,3,5.5,0.452544954021968
"R_2E4CZjFwx7sifjn",4,4,4,4,64,"sam","non-diagnostic","ND1","good",30,2,4,2,4,-0.350026750115447
"R_2Pi2oPuOtUJrp56",7,7,7,7,49,"sam","non-diagnostic","ND1","good",30,1,7,2,7,0.194928593966683
"R_2uKFxlBtvsJJAkD",6,7,6,6,85,"sam","non-diagnostic","ND1","good",26,2,7,2,6.25,0.584706143641759
"R_3KrciKiTRtkwAFr",7,7,7,7,98,"sam","non-diagnostic","ND1","good",32,2,7,2,7,0.994147288511949
"R_1I6EyCj9eskpVvf",6,6,6,6,63,"sam","non-diagnostic","ND1","good",31,2,7,2,6,0.160072083032654
"R_3mh3SYlfpXbWPMb",6,6,5,6,77,"sam","non-diagnostic","ND1","good",27,2,7,2,5.75,0.322619104130276
"R_1JRvzl2ou9sJnpG",7,7,7,7,100,"sam","non-diagnostic","ND1","good",40,1,7,5,7,1.02676845971788
"R_1rlkqnre2rwM5bf",6,7,7,7,91,"sam","non-diagnostic","ND1","good",36,2,7,2,6.75,0.814172011947313
"R_3NDnqpUhVGoagFA",6,6,7,7,91,"sam","non-diagnostic","ND1","good",21,1,1,2,6.5,0.74837083460343
"R_1g2sULj7VVYD4EG",6,7,5,6,64,"sam","non-diagnostic","ND1","good",26,1,7,2,6,0.176382668635619
"R_2uEC2fzOlbeJBjg",7,7,7,7,100,"sam","non-diagnostic","ND1","good",25,1,7,5,7,1.02676845971788
"R_XAgdjV7BTB1ZbHz",7,7,7,7,100,"sam","non-diagnostic","ND1","good",31,2,6,2,7,1.02676845971788
"R_25u5od9FYBlY1oE",6,6,2,2,82,"sam","non-diagnostic","ND1","good",58,2,7,2,4,-0.0564362092620835
"R_1Km1SCcW9QzrwEk",6,4,4,6,50,"sam","non-diagnostic","ND1","good",75,2,7,5,5,-0.315170239181418
"R_2Uh23FpTTLqKfqj",7,7,7,7,100,"sam","non-diagnostic","ND1","good",20,1,1,3,7,1.02676845971788
"R_3oNEkZJlOAvZN40",6,7,6,5,88,"sam","non-diagnostic","ND1","good",37,2,7,5,6,0.56783672310677
"R_tQe9Zqb86FcioaB",6,4,6,5,80,"sam","non-diagnostic","ND1","good",38,2,7,4,5.25,0.239948506251403
"R_3CW7gWWI8f6GAiU",7,7,7,7,100,"sam","non-diagnostic","ND1","good",22,2,2,5,7,1.02676845971788
"R_3L0i8K21YzW46YB",6,7,6,7,93,"sam","non-diagnostic","ND1","good",50,1,7,5,6.5,0.780992005809359
"R_2TMILMwp7Jg6yt4",7,7,7,7,98,"sam","non-diagnostic","ND1","good",62,2,7,2,7,0.994147288511949
"R_3h4kidjRt5Sht75",7,7,7,7,85,"sam","non-diagnostic","ND1","good",19,1,3,2,7,0.782109675673409
"R_DpLupucDDFyC5CF",7,7,7,7,80,"sam","non-diagnostic","ND1","good",25,1,7,5,7,0.700556747658586
"R_3lyu1FmwS4WFH6m",5,6,5,4,80,"sam","non-diagnostic","ND1","good",25,1,1,2,5,0.17414732890752
"R_zZp9UUgX0IXTxRL",3,4,3,4,82,"sam","non-diagnostic","ND1","good",52,2,7,2,3.5,-0.18803856394985
"R_3EExmRBchRyKEuo",5,6,7,6,96,"sam","non-diagnostic","ND1","good",53,1,4,3,6,0.698321407930487
"R_3q9xbESPNUrgnQ5",7,6,7,7,98,"sam","non-diagnostic","ND1","good",29,2,7,2,6.75,0.928346111168066
"R_7Uq9ElzPE0SlUid",6,7,6,7,60,"sam","non-diagnostic","ND1","good",56,2,4,3,6.5,0.242742680911527
"R_2Y5MnovB7J1Mt57",6,7,6,7,73,"sam","non-diagnostic","ND1","good",44,1,7,5,6.5,0.454780293750067
"R_2aPPt0YyVEt1AIB",5,6,5,6,67,"sam","non-diagnostic","ND1","good",21,1,7,3,5.5,0.0937120707567465
"R_3PBSjDeM4x7CfIe",7,7,7,7,100,"sam","non-diagnostic","ND1","good",32,2,5,2,7,1.02676845971788
"R_1cRHQLU7KDvH7rU",7,6,7,7,96,"sam","non-diagnostic","ND1","good",50,1,7,2,6.75,0.895724939962137
"R_25WuMTx7sQsbupI",7,7,7,7,100,"sam","non-diagnostic","ND1","good",38,2,7,3,7,1.02676845971788
"R_9Hm0Re4nRASUmdz",7,6,7,7,95,"sam","non-diagnostic","ND1","good",43,2,7,2,6.75,0.879414354359172
"R_2rOWfKnuOPYnD1x",7,6,7,6,97,"sam","non-diagnostic","ND1","good",29,2,7,2,6.5,0.846234348221218
"R_2S9tKW3i0b3SJis",5,5,6,5,77,"sam","non-diagnostic","ND1","good",52,1,7,2,5.25,0.191016749442509
"R_22mEaFrDW50TlNU",7,7,7,7,100,"sam","non-diagnostic","ND1","good",45,2,2,2,7,1.02676845971788
"R_1kH4LiL3Nr7pNDT",7,7,7,7,87,"sam","non-diagnostic","ND1","good",30,2,1,3,7,0.814730846879338
"R_qz68PjxDY7FHxBL",7,7,7,7,76,"sam","non-diagnostic","ND1","good",39,2,7,5,7,0.635314405246727
"R_1lsmwmDY8JyD3R1",5,5,5,5,63,"sam","non-diagnostic","ND1","good",33,5,7,2,5,-0.103132626342878
"R_2EhgrHfAh3hxLb6",7,7,7,7,100,"sam","non-diagnostic","ND1","good",26,1,7,2,7,1.02676845971788
"R_3kO0hVETMemRdyO",7,7,7,7,100,"sam","non-diagnostic","ND1","good",34,1,7,2,7,1.02676845971788
"R_2wRjK7RvEnRazTV",7,7,7,7,100,"sam","non-diagnostic","ND1","good",72,2,7,2,7,1.02676845971788
"R_3lPL6T7HXHwjCZ1",6,5,6,7,87,"sam","non-diagnostic","ND1","good",61,1,7,2,6,0.551526137503805
"R_27C3qzKmvlVNizE",6,7,6,6,81,"sam","non-diagnostic","ND1","good",34,1,7,2,6.25,0.519463801229901
"R_2coSZyWQSn4D9N5",6,6,7,6,93,"sam","non-diagnostic","ND1","good",37,2,7,2,6.25,0.715190828465476
"R_3qy6G6gF36Tp2m2",7,6,6,5,82,"sam","non-diagnostic","ND1","good",47,1,7,5,6,0.469973209488982
"R_YX2qZptKtC9Tv2N",7,6,6,7,71,"sam","non-diagnostic","ND1","good",45,1,7,1,6.5,0.422159122544138
"R_yWtDOircMSJq88N",4,4,4,4,50,"sam","non-diagnostic","ND1","good",55,5,5,2,4,-0.578374948556951
"R_22rJyA2fW6X5dEk",7,7,7,7,62,"sam","non-diagnostic","ND1","good",29,2,7,2,7,0.406966206805223
"R_1hNh99NahZEBED0",7,6,6,5,98,"sam","non-diagnostic","ND1","good",25,2,7,2,6,0.730942579136416
"R_yyfTuYr8RABD9ex",5,6,5,5,72,"sam","non-diagnostic","ND1","good",50,2,1,3,5.25,0.109463821427686
"R_5gpRk3V7KyVe8PD",3,4,5,6,56,"sam","non-diagnostic","ND1","good",52,1,1,3,4.5,-0.348909080251397
"R_3NwwtONJOKo3JNy",6,6,6,6,93,"sam","non-diagnostic","ND1","good",36,2,7,2,6,0.649389651121593
"R_3Enzw3PtOfB0rmA",4,5,4,5,75,"sam","non-diagnostic","ND1","good",37,1,3,2,4.5,-0.0390079537950694
"R_6rOQfPFu7FznDwd",5,5,5,7,62,"sam","non-diagnostic","ND1","good",24,1,1,3,5.5,0.0121591427419235
"R_pSHC5hDdZnVOt8Z",7,6,7,7,98,"sam","non-diagnostic","ND1","good",28,2,7,2,6.75,0.928346111168066
"R_1DuvwODf1dczTrd",3,4,4,5,39,"sam","non-diagnostic","ND1","good",29,1,1,2,4,-0.757791390189562
"R_3G0qyC2HYmCgyKW",7,6,6,5,85,"sam","non-diagnostic","ND1","good",38,2,7,2,6,0.518904966297876
"R_2BwGCJnnJ5mE8W9",7,6,7,5,83,"sam","non-diagnostic","ND1","good",30,1,2,3,6.25,0.55208497243583
"R_0jOwrJKcCVyfEAx",7,7,6,7,94,"sam","non-diagnostic","ND1","good",44,1,7,2,6.75,0.863103768756207
"R_8oIeVxvo7AiG4i5",7,6,6,7,92,"sam","non-diagnostic","ND1","good",29,1,7,2,6.5,0.764681420206395
"R_2BrGtQvV7cKHXoD",6,6,6,6,79,"sam","non-diagnostic","ND1","good",56,2,7,5,6,0.421041452680088
"R_3L6dkLKJ1hCIDTO",5,5,4,6,73,"sam","non-diagnostic","ND1","good",32,2,5,2,5,0.0599732296867678
"R_1NwtK6f5ILLIbAn",7,6,7,7,88,"sam","non-diagnostic","ND1","good",34,2,2,2,6.75,0.76524025513842
"R_OJwZ7cNsW7w9vDX",2,4,6,4,83,"sam","non-diagnostic","ND1","good",42,1,7,2,4,-0.0401256236591188
"R_3QJHRnVR5568Wyy",4,4,4,4,50,"sam","non-diagnostic","ND1","good",21,2,7,2,4,-0.578374948556951
"R_qEdqX7oSOfUQcQV",6,6,5,6,90,"sam","non-diagnostic","ND1","good",35,1,7,5,5.75,0.534656716968816
"R_9z7hFN7eZzWuaQN",7,7,7,7,100,"sam","non-diagnostic","ND1","good",59,2,7,5,7,1.02676845971788
"R_3KDfkruYUgG6t6B",6,6,6,6,75,"sam","non-diagnostic","ND1","good",21,1,7,2,6,0.35579911026823
"R_9uhGIqVjk0SH0Rz",7,7,7,7,8,"sam","non-diagnostic","ND1","good",45,2,7,2,7,-0.473805415754867
"R_PTVyJ5I75Xq5BNT",7,6,7,6,100,"sam","non-diagnostic","ND1","good",35,1,2,3,6.5,0.895166105030112
"R_3jey8o5LNa8Xbvj",7,6,7,6,91,"sam","non-diagnostic","ND1","good",30,1,1,1,6.5,0.74837083460343
"R_2drRhmfBBTKmFAh",6,4,5,7,58,"sam","non-diagnostic","ND1","good",26,1,1,2,5.5,-0.053083199669935
"R_3r0tYqpL9gBQPCu",6,5,6,5,83,"sam","non-diagnostic","ND1","good",30,2,7,2,5.5,0.35468144040418
"R_1CvTYnBvLVi2POQ",6,6,6,6,81,"sam","non-diagnostic","ND1","good",39,1,1,5,6,0.453662623886018
"R_1eqRF1lEf7MNf3U",5,6,5,4,88,"sam","non-diagnostic","ND1","good",29,2,7,2,5,0.304632013731237
"R_2czvuhbwp15Lnm7",6,5,6,6,89,"sam","non-diagnostic","ND1","good",30,1,7,2,5.75,0.518346131365851
"R_3MtygaqCgJepZWu",7,7,7,7,100,"sam","non-diagnostic","ND1","good",33,1,7,5,7,1.02676845971788
"R_2En2OdiUNcpg5Hv",5,5,3,3,62,"sam","non-diagnostic","ND1","good",30,2,7,2,4,-0.382647921321376
"R_2V7qhCzOGVvdpfZ",5,6,5,6,76,"sam","non-diagnostic","ND1","good",40,1,1,2,5.5,0.240507341183428
"R_2DTyXKLMga0eTrH",6,7,7,6,76,"sam","non-diagnostic","ND1","good",25,1,7,2,6.5,0.503712050558961
"R_dnZ4zAWEejzVBGV",6,7,7,6,69,"sam","non-diagnostic","ND1","good",25,1,7,2,6.5,0.389537951338209
"R_spyGUIyLTXr9kJ3",4,5,4,5,63,"sam","non-diagnostic","ND1","good",37,1,3,2,4.5,-0.234734981030645
"R_1gvYiuGhgQMm309",6,6,6,6,90,"sam","non-diagnostic","ND1","good",30,2,2,2,6,0.600457894312699
"R_NUuAgRoBWUKkrEB",7,7,7,7,100,"sam","non-diagnostic","ND1","good",35,1,7,2,7,1.02676845971788
"R_2xGldhm4aYZgjtC",7,7,6,5,91,"sam","non-diagnostic","ND1","good",40,1,7,2,6.25,0.682569657259547
"R_2YGif91Bv0Dxf4t",7,7,7,7,100,"sam","non-diagnostic","ND1","good",36,1,7,2,7,1.02676845971788
"R_ym9H0PgRZLlMItr",6,7,6,7,81,"sam","non-diagnostic","ND1","good",25,1,1,5,6.5,0.585264978573784
"R_2qqGJhvCgz4Ec3B",6,6,6,6,90,"sam","non-diagnostic","ND1","good",25,2,7,2,6,0.600457894312699
"R_uqr6KfyHULdF6Cd",5,4,6,4,80,"sam","non-diagnostic","ND1","good",48,1,7,2,4.75,0.108346151563637
"R_27KAxgraaR9XK9V",5,6,5,4,53,"sam","non-diagnostic","ND1","good",25,2,3,2,5,-0.266238482372525
"R_2q8bclpsMFfajTd",6,6,6,6,90,"sam","non-diagnostic","ND1","good",25,2,6,2,6,0.600457894312699
"R_1Fhp99yXrkVJTsr",5,6,6,6,86,"sam","non-diagnostic","ND1","good",35,2,7,2,5.75,0.469414374556957
"R_2rBZMXc6vIRaVPo",7,7,7,7,92,"sam","non-diagnostic","ND1","good",33,1,1,3,7,0.896283774894161
"R_ykDGqKJLy9IAY4p",6,6,6,6,80,"sam","non-diagnostic","ND1","good",39,1,7,2,6,0.437352038283053
"R_3qNYoJBOcTOK8pB",6,6,6,6,82,"sam","non-diagnostic","ND1","good",33,1,2,2,6,0.469973209488982
"R_5aLV2LgyJRVQtTH",5,6,7,6,73,"sam","non-diagnostic","ND1","good",48,1,7,3,6,0.323177939062301
"R_2zTtSCPRq9vMSre",7,7,7,7,97,"sam","non-diagnostic","ND1","good",28,2,1,2,7,0.977836702908984
"R_OJyq3YjibE6Hu9j",7,7,7,7,100,"sam","non-diagnostic","ND1","good",37,2,7,5,7,1.02676845971788
"R_e2lHUzGNmMPDldf",7,6,6,6,66,"sam","non-diagnostic","ND1","good",26,2,7,5,6.25,0.274805017185432
"R_3KqIiINwY1YA09X",7,7,7,7,80,"sam","non-diagnostic","ND1","good",52,1,5,5,7,0.700556747658586
"R_31XGSjJSVBTvml0",7,6,6,6,93,"sam","non-diagnostic","ND1","good",32,2,7,2,6.25,0.715190828465476
"R_1r9am8Dy26RQOej",7,7,7,7,63,"sam","non-diagnostic","ND1","good",45,2,6,5,7,0.423276792408187
"R_3kdNMqgMUwYQRHU",7,7,7,7,100,"sam","non-diagnostic","ND1","good",64,2,7,2,7,1.02676845971788
"R_3OcdIw5EtosK8wd",6,7,6,7,75,"sam","non-diagnostic","ND1","good",25,1,2,2,6.5,0.487401464955996
"R_AG8NuwlhBpIf1LP",4,7,4,6,89,"sam","non-diagnostic","ND1","good",41,1,2,2,5.25,0.386743776678085
"R_oY6KjrY4DirYGY1",7,6,6,6,93,"sam","non-diagnostic","ND1","good",37,1,2,5,6.25,0.715190828465476
"R_25WLCzM7yWVlqOV",6,5,6,5,60,"sam","non-diagnostic","ND1","good",36,2,7,3,5.5,-0.0204620284640058
"R_29v6u4gL8BWOqcs",7,7,7,7,65,"sam","non-diagnostic","ND1","good",32,1,3,3,7,0.455897963614117
"R_2qC3vv7gBlYw4jg",6,6,6,6,65,"sam","non-diagnostic","ND1","good",32,1,1,3,6,0.192693254238584
"R_eFi8wu1QKtEJx8l",6,6,6,6,77,"sam","non-diagnostic","ND2","good",42,2,1,3,6,0.388420281474159
"R_1dxZoq3tOrT3VQ1",7,6,6,6,82,"sam","non-diagnostic","ND2","good",49,2,2,5,6.25,0.535774386832865
"R_1kTbXGxTiBuaGbi",5,3,5,4,78,"sam","non-diagnostic","ND2","good",44,1,7,2,4.25,-0.0558773743300587
"R_2yjirmsIPcOq3PA",4,5,4,3,64,"sam","non-diagnostic","ND2","good",36,2,7,2,4,-0.350026750115447
"R_3fJLX9JqzUy3kCp",6,5,6,6,91,"sam","non-diagnostic","ND2","good",25,2,1,2,5.75,0.550967302571781
"R_2S6b7CXVpAeebHe",7,6,7,7,90,"sam","non-diagnostic","ND2","good",35,1,2,2,6.75,0.797861426344349
"R_2TTyLersw20bxqA",7,6,7,5,72,"sam","non-diagnostic","ND2","good",32,2,7,5,6.25,0.372668530803219
"R_dmqW9bahRHaeQpj",6,6,6,6,83,"sam","non-diagnostic","ND2","good",45,1,1,3,6,0.486283795091947
"R_31mvzR7WDR3TyDB",7,7,6,7,100,"sam","non-diagnostic","ND2","good",37,2,1,3,6.75,0.960967282373995
"R_2PyV3wK6wWUX8e5",6,7,6,6,93,"sam","non-diagnostic","ND2","good",28,1,3,1,6.25,0.715190828465476
"R_32IVutvJML6mIGw",6,7,7,7,90,"sam","non-diagnostic","ND2","good",45,1,7,2,6.75,0.797861426344349
"R_2bUCvUV9kY6Vfqr",6,7,7,6,91,"sam","non-diagnostic","ND2","good",18,1,7,2,6.5,0.74837083460343
"R_Q4XRcLnXDQzmZGx",4,2,2,3,0,"sam","non-diagnostic","ND2","good",31,1,7,2,2.75,-1.7229101154246
"R_2CktS12WIT3z1b3",7,7,7,7,89,"sam","non-diagnostic","ND2","good",27,2,7,2,7,0.847352018085267
"R_2ZJh9CcJHkAmA9S",6,7,6,7,100,"sam","non-diagnostic","ND2","good",25,2,7,3,6.5,0.895166105030112
"R_8HNsjkUpJrioSEV",6,7,6,7,84,"sam","non-diagnostic","ND2","good",35,1,1,3,6.5,0.634196735382678
"R_3Mn6ZmBW4JEkyZ8",6,7,6,7,85,"sam","non-diagnostic","ND2","good",32,1,7,2,6.5,0.650507320985642
"R_1FJ12cMloLNk2q1",6,6,6,6,75,"sam","non-diagnostic","ND2","good",29,2,7,2,6,0.35579911026823
"R_37Vv0zI72RLqkff",7,6,6,7,100,"sam","non-diagnostic","ND2","good",32,2,7,3,6.5,0.895166105030112
"R_3rYF69RmIsAgY17",7,7,7,6,91,"sam","non-diagnostic","ND2","good",44,1,1,5,6.75,0.814172011947313
"R_3yMNfuuZKqNvEBj",4,7,6,4,77,"sam","non-diagnostic","ND2","good",34,1,7,1,5.25,0.191016749442509
"R_1KWsBaX59zJZQ5P",6,7,7,6,90,"sam","non-diagnostic","ND2","good",27,1,2,5,6.5,0.732060249000466
"R_1gcZy30W0NtCV7B",5,5,6,4,67,"sam","non-diagnostic","ND2","good",39,2,7,2,5,-0.0378902839310199
"R_2DNuXNqZg0nkCF2",7,7,7,7,100,"sam","non-diagnostic","ND2","good",48,1,7,2,7,1.02676845971788
"R_3RdPWymAWWcPhii",5,4,7,7,92,"sam","non-diagnostic","ND2","good",25,2,7,2,5.75,0.567277888174745
"R_2zjByA1V6GWKOn2",6,6,6,6,39,"sam","non-diagnostic","ND2","good",28,2,1,2,6,-0.231381971438496
"R_3j6txlKyJ6dfQ33",7,7,7,7,95,"sam","non-diagnostic","ND2","good",60,1,7,2,7,0.945215531703055
"R_2YRGA7f51f8v7uF",7,7,7,7,100,"sam","non-diagnostic","ND2","good",27,2,7,2,7,1.02676845971788
"R_2sdLA50I7Kfndqw",6,7,6,6,74,"sam","non-diagnostic","ND2","good",49,2,2,3,6.25,0.405289702009148
"R_urf49NZpZXNdANb",4,4,4,4,50,"sam","non-diagnostic","ND2","good",23,2,7,2,4,-0.578374948556951
"R_2atsA5w2HGQb7dK",6,7,6,6,90,"sam","non-diagnostic","ND2","good",25,2,7,5,6.25,0.666259071656582
"R_2ebwnQixMzAp2LV",7,7,7,7,95,"sam","non-diagnostic","ND2","good",77,2,7,2,7,0.945215531703055
"R_2a8pDvgb2WuOfi7",6,6,7,5,52,"sam","non-diagnostic","ND2","good",29,1,1,5,6,-0.0193443585999563
"R_3nvkDWoaJBrubbe",6,5,6,6,82,"sam","non-diagnostic","ND2","good",42,1,7,5,5.75,0.404172032145099
"R_3M9E8HudFutm3mL",7,7,6,7,90,"sam","non-diagnostic","ND2","good",21,2,7,2,6.75,0.797861426344349
"R_3scg6iqqGWj1Zg8",5,5,5,5,55,"sam","non-diagnostic","ND2","good",56,2,7,5,5,-0.233617311166595
"R_3K7PHk2FslLws13",6,6,5,6,68,"sam","non-diagnostic","ND2","good",27,2,7,2,5.75,0.175823833703594
"R_2E0p9VS0nnc0XSU",6,6,6,5,85,"sam","non-diagnostic","ND2","good",43,5,7,2,5.75,0.453103788953993
"R_popCQsWtpgWf4PL",6,6,6,6,94,"sam","non-diagnostic","ND2","good",21,2,7,2,6,0.665700236724558
"R_TnKhJA7KHmOKHK1",6,6,6,6,80,"sam","non-diagnostic","ND2","good",46,1,7,2,6,0.437352038283053
"R_3h4PrHH8tfvrXXX",6,4,6,6,81,"sam","non-diagnostic","ND2","good",40,1,7,1,5.5,0.322060269198251
"R_3emMqThTYktLah0",7,7,7,7,100,"sam","non-diagnostic","ND2","good",39,2,7,2,7,1.02676845971788
"R_23UncJXb6KPV0R8",6,6,6,6,80,"sam","non-diagnostic","ND2","good",52,2,7,5,6,0.437352038283053
"R_33dxMSgCsJGdTX2",3,4,4,6,81,"sam","non-diagnostic","ND2","good",42,1,7,2,4.25,-0.00694561752116488
"R_2cBDiEauLqcYxYX",6,6,5,6,89,"sam","non-diagnostic","ND2","good",45,2,7,1,5.75,0.518346131365851
"R_2CpHkfAKltrJuzv",7,7,7,7,100,"sam","non-diagnostic","ND2","good",31,2,7,2,7,1.02676845971788
"R_2aXlrc6tEeOUvb6",6,6,6,6,84,"sam","non-diagnostic","ND2","good",32,1,7,2,6,0.502594380694911
"R_3R8zC4cKbmvOh7f",6,5,6,5,61,"sam","non-diagnostic","ND2","good",53,1,2,3,5.5,-0.00415144286104116
"R_3PBP1vUQM1AbFNa",5,6,5,6,52,"sam","non-diagnostic","ND2","good",40,2,6,5,5.5,-0.150946713287723
"R_21iY5FBFhjKMEfN",6,6,7,6,89,"sam","non-diagnostic","ND2","good",23,2,7,2,6.25,0.649948486053618
"R_2xzAQ9EGpYa91MR",6,6,6,6,82,"sam","non-diagnostic","ND2","good",62,1,7,2,6,0.469973209488982
"R_2B5OYaIWjMCoY0S",7,7,7,7,100,"sam","non-diagnostic","ND2","good",21,2,1,2,7,1.02676845971788
"R_1JOsKMJ5mvfLZEo",7,5,6,5,84,"sam","non-diagnostic","ND2","good",30,1,7,4,5.75,0.436793203351028
"R_3p6jVcXorn4pDVD",6,6,5,6,80,"sam","non-diagnostic","ND2","good",29,1,2,2,5.75,0.37155086093917
"R_1ghCNWcHvmRqGyS",6,5,7,6,70,"sam","non-diagnostic","ND2","good",35,1,1,3,6,0.274246182253407
"R_217AaPHvdgfC8D0",6,5,6,5,67,"sam","non-diagnostic","ND2","good",52,1,7,5,5.5,0.0937120707567465
"R_2BgnkjlpCx1DBe7",6,5,6,5,68,"sam","non-diagnostic","ND2","good",55,1,4,1,5.5,0.110022656359711
"R_2OUXomIM8I8j7uF",5,4,5,4,69,"sam","non-diagnostic","ND2","good",38,1,7,2,4.5,-0.136871467412857
"R_DwrHsSM7M4WMKvD",7,7,7,7,99,"sam","non-diagnostic","ND2","good",29,2,1,2,7,1.01045787411491
"R_3HUDqT09iO81kr0",7,7,7,7,60,"sam","non-diagnostic","ND2","good",45,1,7,5,7,0.374345035599293
"R_30ktouwfaPnf58A",7,6,7,6,83,"sam","non-diagnostic","ND2","good",30,1,1,1,6.5,0.617886149779713
